learning evaluation instances,evaluation time (cpu seconds),model cost (RAM-Hours),classified instances,classifications correct (percent),Kappa Statistic (percent),Kappa Temporal Statistic (percent),Kappa M Statistic (percent),F1 Score (percent),Precision (percent),Recall (percent),model training instances,model serialized size (bytes),ensemble size,change detections,[avg] model training instances,[err] model training instances,[avg] model serialized size (bytes),[err] model serialized size (bytes),[avg] tree size (nodes),[err] tree size (nodes),[avg] tree size (leaves),[err] tree size (leaves),[avg] active learning leaves,[err] active learning leaves,[avg] tree depth,[err] tree depth,[avg] active leaf byte size estimate,[err] active leaf byte size estimate,[avg] inactive leaf byte size estimate,[err] inactive leaf byte size estimate,[avg] byte size estimate overhead,[err] byte size estimate overhead
670.0,1.355104707,1.619786149359723E-7,670.0,100.0,100.0,?,?,?,?,?,670.0,466792.0,10.0,0.0,4044.5000000000005,76.46095590415925,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
680.0,1.368842585,1.6363759317347788E-7,680.0,100.0,100.0,?,?,?,?,?,680.0,466792.0,10.0,0.0,4104.7,77.14351704597223,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
690.0,1.382569497,1.652952471631373E-7,690.0,100.0,100.0,?,?,?,?,?,690.0,466792.0,10.0,0.0,4162.5,75.45454849701827,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
700.0,1.396343693,1.6695861114141228E-7,700.0,100.0,100.0,?,?,?,?,?,700.0,466792.0,10.0,0.0,4225.900000000001,78.5429111307246,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
710.0,1.41034289,1.6864914611089982E-7,710.0,100.0,100.0,?,?,?,?,?,710.0,466792.0,10.0,0.0,4287.2,81.18264729745036,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
720.0,1.424262796,1.7033010594488026E-7,720.0,100.0,100.0,?,?,?,?,?,720.0,466792.0,10.0,0.0,4348.7,78.86563820124005,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
730.0,1.438032755,1.7199295826547477E-7,730.0,100.0,100.0,?,?,?,?,?,730.0,466792.0,10.0,0.0,4409.599999999999,81.35136412159568,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
740.0,1.452283641,1.7371388705368887E-7,740.0,100.0,100.0,?,?,?,?,?,740.0,466792.0,10.0,0.0,4469.300000000001,84.62604012162382,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
750.0,1.466401188,1.7541871390103475E-7,750.0,100.0,100.0,?,?,?,?,?,750.0,466792.0,10.0,0.0,4526.8,90.06886254416672,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
760.0,1.480452158,1.7711550094819327E-7,760.0,100.0,100.0,?,?,?,?,?,760.0,466792.0,10.0,0.0,4586.699999999999,89.14289402726133,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
770.0,1.494509061,1.7881300446101578E-7,770.0,100.0,100.0,?,?,?,?,?,770.0,466792.0,10.0,0.0,4647.5,83.92622421574269,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
780.0,1.508415023,1.8049228042558467E-7,780.0,100.0,100.0,?,?,?,?,?,780.0,466792.0,10.0,0.0,4706.200000000001,86.77147508766289,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
790.0,1.52211189,1.8214630619834292E-7,790.0,100.0,100.0,?,?,?,?,?,790.0,466792.0,10.0,0.0,4765.9,84.42807589895672,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
800.0,1.53592915,1.838148705604632E-7,800.0,100.0,100.0,?,?,?,?,?,800.0,466792.0,10.0,0.0,4827.0,89.43402285732454,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
810.0,1.54962683,1.8546899451063337E-7,810.0,100.0,100.0,?,?,?,?,?,810.0,466792.0,10.0,0.0,4884.599999999999,87.16293809743784,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
820.0,1.563543996,1.871496234637914E-7,820.0,100.0,100.0,?,?,?,?,?,820.0,466792.0,10.0,0.0,4944.0,86.19100236619188,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
830.0,1.582374845,1.8942362594690806E-7,830.0,100.0,100.0,?,?,?,?,?,830.0,466792.0,10.0,0.0,5003.4,87.59020746889709,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
840.0,1.603024265,1.9191723801691718E-7,840.0,100.0,100.0,?,?,?,?,?,840.0,466792.0,10.0,0.0,5063.4,85.26455561629611,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
850.0,1.623554404,1.94396445782044E-7,850.0,100.0,100.0,?,?,?,?,?,850.0,466792.0,10.0,0.0,5119.8,81.07582185145517,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
860.0,1.643430066,1.9679661928147504E-7,860.0,100.0,100.0,?,?,?,?,?,860.0,466792.0,10.0,0.0,5180.500000000001,81.09151209179255,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
870.0,1.657473231,1.9849246380132738E-7,870.0,100.0,100.0,?,?,?,?,?,870.0,466792.0,10.0,0.0,5242.1,79.08848771400864,12920.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
